,Unnamed: 0,State,District,Persons,Males,Females,Growth (1991 - 2001),Rural,Urban,Scheduled Caste population,Percentage - SC to total,Number of households,Household size (per household),Sex ratio (females per 1000 males),Sex ratio (0-6 years),Scheduled Tribe population,Percentage to total population (ST),Persons- literate,Males- Literate,Females- Literate,Persons- literacy rate,Males- Literatacy Rate,Females- Literacy Rate,Total Educated,Data without level,Below Primary,Primary,Middle,Matric/Higher Secondary/Diploma,Graduate and Above,0 - 4 years,5 - 14 years,15 - 59 years,60 years and above (Incl. A.N.S.),Total workers,Main workers,Marginal workers,Non-workers,SC#1 Name,SC#1 Population,SC#2 Name,SC#2 Population,SC#3 Name,SC#3 Population,Religeon#1 Name,Religeon#1 Population,Religeon#2 Name,Religeon#2 Population,Religeon#3 Name,Religeon#3 Population,ST#1 Name,ST#1 Population,ST#2 Name,ST#2 Population,ST#3 Name,ST#3 Population,Imp Town#1 Name,Imp Town#1 Population,Imp Town#2 Name,Imp Town#2 Population,Imp Town#3 Name,Imp Town#3 Population,Total Inhabited Villages,Drinking water facilities,Safe Drinking water,Electricity (Power Supply),Electricity (domestic),Electricity (Agriculture),Primary school,Middle schools,Secondary/Sr Secondary schools,College,Medical facility,Primary Health Centre,Primary Health Sub-Centre,"Post, telegraph and telephone facility",Bus services,Paved approach road,Mud approach road,Permanent House,Semi-permanent House,Temporary House
15,16,Rajasthan,"District Jaisalmer (16), Rajasthan (08)",508247.0,279101.0,229146.0,47.45,431853,76394,74094,14.58,85385.0,6.0,821.0,868.0,27834,5.48,201960.0,145203.0,56757.0,50.97,66.26,32.05,201960.0,15463.0,77037.0,46044.0,27054.0,28129.0,8233.0,77588.0,138676.0,260643.0,31340.0,211687.0,153139.0,58548.0,296560.0,1.Megh etc.,61997.0,2.Garo etc.,2385.0,3.Chamar etc.,1324.0,1.Hindus,383638.0,2.Muslims,120174.0,3.Sikhs,2086.0,1.Bhil etc.,27174,2.Mina,536,3.Seharia etc.,39,1.Jaisalmer (M),57537.0,2.Pokaran (M),18857.0,,,600.0,576.0,544.0,183.0,122,14,473.0,159,38,-,144,19,109,309.0,312.0,289.0,285,42.6,10.3,47.1
16,17,Rajasthan,"District Barmer (17), Rajasthan (08)",1964835.0,1038247.0,926588.0,36.83,1819431,145404,308996,15.73,309739.0,6.0,892.0,918.0,118688,6.04,902027.0,590123.0,311904.0,58.99,72.76,43.45,902027.0,164788.0,370095.0,186398.0,91014.0,70014.0,19718.0,302215.0,545120.0,978039.0,139461.0,919729.0,680208.0,239521.0,1045106.0,1.Megh etc.,242396.0,2.Chamar etc.,14037.0,3.Koli etc.,11066.0,1.Hindus,1695047.0,2.Muslims,231918.0,3.Jains,35744.0,1.Bhil etc.,117499,2.Mina,987,3.Garasia (excluding Rajput Garasia),114,1.Barmer (M),83591.0,2.Balotra (M),61813.0,,,1933.0,1933.0,1828.0,948.0,634,236,1777.0,521,133,-,433,70,296,955.0,1036.0,851.0,1172,28.3,14.0,57.8
17,18,Rajasthan,"District Jalor (18), Rajasthan (08)",1448940.0,737880.0,711060.0,26.78,1338946,109994,261315,18.03,238489.0,6.0,964.0,921.0,126799,8.75,528975.0,372768.0,156207.0,46.49,64.72,27.8,528975.0,32202.0,237570.0,143657.0,65123.0,39067.0,11356.0,212461.0,421813.0,711548.0,103118.0,727209.0,506324.0,220885.0,721731.0,1.Megh etc.,163698.0,2.Koli etc.,21426.0,3.Sargara,18444.0,1.Hindus,1368861.0,2.Muslims,57934.0,3.Jains,21015.0,1.Bhil etc.,105701,2.Mina,20970,3.Garasia (excluding Rajput Garasia),98,1.Jalor (M),44830.0,2.Bhinmal (M),39280.0,3.Sanchore (M),25884.0,697.0,697.0,691.0,627.0,211,157,679.0,338,98,-,333,44,235,470.0,489.0,443.0,519,39.7,45.0,15.3
18,19,Rajasthan,"District Sirohi (19), Rajasthan (08)",851107.0,437949.0,413158.0,30.08,700217,150890,162984,19.15,159307.0,5.0,943.0,918.0,210763,24.76,367938.0,244514.0,123424.0,53.94,69.89,37.15,367938.0,21333.0,133778.0,92703.0,54237.0,49739.0,16148.0,115362.0,228192.0,449747.0,57806.0,343905.0,245762.0,98143.0,507202.0,1.Megh etc.,70845.0,2.Koli etc.,34634.0,3.Sargara,19974.0,1.Hindus,810765.0,2.Muslims,25439.0,3.Jains,12427.0,1.Garasia (excluding Rajput Garasia),104851,2.Bhil etc.,83044,3.Mina,22099,1.Abu Road (M),47337.0,2.Sirohi (M),35544.0,3.Sheoganj (M),24789.0,455.0,454.0,452.0,399.0,101,99,423.0,196,81,-,201,31,139,306.0,222.0,285.0,255,59.1,36.6,4.2
19,20,Rajasthan,"District Pali (20), Rajasthan (08)",1820251.0,918856.0,901395.0,22.39,1429364,390887,323452,17.77,339660.0,5.0,981.0,924.0,105814,5.81,806297.0,536694.0,269603.0,54.39,72.2,36.48,806297.0,27137.0,276791.0,243891.0,123555.0,102687.0,32232.0,228999.0,499194.0,938567.0,153491.0,724883.0,518158.0,206725.0,1095368.0,1.Megh etc.,137489.0,2.Sargara,41336.0,3.Baori,34740.0,1.Hindus,1677038.0,2.Muslims,114088.0,3.Jains,25599.0,1.Mina,49542,2.Garasia (excluding Rajput Garasia),32194,3.Bhil etc.,23860,1.Pali (MCI),187641.0,2.Sojat (M),38883.0,3.Sumerpur (M),31482.0,936.0,936.0,936.0,883.0,248,128,906.0,429,164,2,451,56,303,753.0,636.0,615.0,673,70.8,23.7,5.6
20,21,Rajasthan,"District Ajmer (21), Rajasthan (08)",2181670.0,1129920.0,1051750.0,26.1,1306994,874676,386298,17.71,376731.0,6.0,931.0,922.0,52634,2.41,1168856.0,742535.0,426321.0,64.65,79.37,48.86,1168856.0,40208.0,322150.0,294587.0,189918.0,222930.0,99061.0,255578.0,545427.0,1218881.0,161784.0,856809.0,690818.0,165991.0,1324861.0,1.Chamar etc.,161908.0,2.Bairwa etc.,42889.0,3.Koli etc.,37469.0,1.Hindus,1869044.0,2.Muslims,244341.0,3.Jains,47812.0,1.Bhil etc.,26967,2.Mina,20918,3.Dhanka etc.,4513,1.Ajmer (M Cl),485575.0,2.Beawar (M Cl),123759.0,3.Kishangarh (M),116222.0,1025.0,1025.0,1025.0,966.0,352,202,970.0,405,164,2,352,51,235,786.0,446.0,632.0,705,80.8,8.5,10.6
21,22,Rajasthan,"District Tonk (22), Rajasthan (08)",1211671.0,626436.0,585235.0,24.24,958503,253168,233084,19.24,192579.0,6.0,934.0,927.0,145891,12.04,513474.0,359906.0,153568.0,51.97,70.52,32.15,513474.0,27326.0,167266.0,130861.0,86903.0,75613.0,25505.0,149987.0,325576.0,639460.0,96648.0,532682.0,425230.0,107452.0,678989.0,1.Bairwa etc.,113839.0,2.Chamar etc.,43739.0,3.Khatik,15398.0,1.Hindus,1062365.0,2.Muslims,124440.0,3.Jains,23644.0,1.Mina,134012,2.Bhil etc.,11376,3.Dhanka etc.,385,1.Tonk (M CI),135689.0,2.Niwai (M),31365.0,3.Malpura (M),27236.0,1032.0,1031.0,1029.0,818.0,396,185,887.0,317,116,-,246,41,121,434.0,208.0,420.0,689,43.2,36.9,19.8
22,23,Rajasthan,"District Bundi (23), Rajasthan (08)",962620.0,504818.0,457802.0,24.8,783058,179562,174346,18.11,169479.0,6.0,907.0,911.0,194851,20.24,437773.0,296290.0,141483.0,55.57,71.68,37.79,437773.0,24168.0,152324.0,115674.0,71990.0,55644.0,17973.0,115623.0,261639.0,517612.0,67746.0,456937.0,305977.0,150960.0,505683.0,1.Bairwa etc.,61597.0,2.Megh etc.,32695.0,3.Chamar etc.,31025.0,1.Hindus,881956.0,2.Muslims,56220.0,3.Jains,13186.0,1.Mina,160166,2.Bhil etc.,34321,3.Seharia etc.,271,1.Bundi (M),88871.0,2.Lakheri (M),26918.0,3.Keshoraipatan (M),21163.0,839.0,838.0,834.0,733.0,303,212,764.0,238,85,-,178,25,95,287.0,208.0,370.0,509,54.5,41.1,4.3
23,24,Rajasthan,"District Bhilwara (24), Rajasthan (08)",2013789.0,1026650.0,987139.0,26.14,1598938,414851,316536,15.72,384540.0,5.0,962.0,948.0,180556,8.97,839353.0,567468.0,271885.0,50.74,67.39,33.48,839353.0,39579.0,282860.0,219767.0,120984.0,127141.0,49022.0,241979.0,503364.0,1088060.0,180386.0,939848.0,764916.0,174932.0,1073941.0,1.Chamar etc.,99169.0,2.Balai,65697.0,3.Bairwa etc.,36824.0,1.Hindus,1859972.0,2.Muslims,112802.0,3.Jains,37659.0,1.Bhil etc.,100468,2.Mina,79903,3.Naikda etc.,56,1.Bhilwara (MCI),280128.0,2.Shahpura (M),27792.0,3.Gulabpura (M),24362.0,1693.0,1693.0,1692.0,1553.0,590,547,1516.0,514,195,-,473,75,307,904.0,651.0,696.0,1268,64.3,29.7,6.0
24,25,Rajasthan,"District Rajsamand * (25), Rajasthan (08)",987024.0,493459.0,493565.0,19.88,858301,128723,122502,12.41,193744.0,5.0,1000.0,936.0,129198,13.09,449046.0,296250.0,152796.0,55.65,73.99,37.59,449046.0,20976.0,162210.0,127994.0,63856.0,57865.0,16145.0,122257.0,251541.0,528460.0,84766.0,401858.0,275912.0,125946.0,585166.0,1.Chamar etc.,27403.0,2.Balai,19495.0,3.Salvi,17669.0,1.Hindus,939811.0,2.Muslims,25619.0,3.Jains,20048.0,1.Bhil etc.,122902,2.Mina,5719,3.Bhil Mina,251,1.Rajsamand (M),55687.0,2.Nathdwara (M),37026.0,3.Amet (M),16672.0,973.0,973.0,973.0,947.0,347,154,870.0,307,105,-,251,41,177,571.0,515.0,487.0,764,84.7,13.6,1.7
25,26,Rajasthan,"District Udaipur (26), Rajasthan (08)",2633312.0,1336004.0,1297308.0,27.37,2142995,490317,158257,6.01,507829.0,5.0,971.0,948.0,1260432,47.86,1255399.0,797694.0,457705.0,58.62,73.62,43.26,1255399.0,108696.0,419447.0,293270.0,166985.0,181056.0,85944.0,335536.0,674594.0,1431976.0,191206.0,1100880.0,724120.0,376760.0,1532432.0,1.Megh etc.,64346.0,2.Salvi,17524.0,3.Chamar etc.,14213.0,1.Hindus,2449773.0,2.Muslims,88262.0,3.Jains,83699.0,1.Mina,694527,2.Bhil etc.,478324,3.Garasia (excluding Rajput Garasia),73188,1.Udaipur (M CI),389438.0,2.Fatehnagar (M),19648.0,3.Bhinder (M),16368.0,2339.0,2337.0,2331.0,1647.0,626,497,2030.0,664,235,1,619,83,398,853.0,937.0,995.0,1663,47.6,46.8,5.5
26,27,Rajasthan,"District Dungarpur (27), Rajasthan (08)",1107643.0,547791.0,559852.0,26.58,1026787,80856,45986,4.15,202701.0,5.0,1022.0,954.0,721487,65.14,425440.0,283512.0,141928.0,48.57,66.04,31.77,425440.0,25087.0,147952.0,118641.0,64365.0,53631.0,15761.0,163491.0,285435.0,542024.0,116693.0,531376.0,272283.0,259093.0,576267.0,1.Chamar etc.,20365.0,2.Balai,6041.0,3.Rawal,4523.0,1.Hindus,1068319.0,2.Muslims,23549.0,3.Jains,12542.0,1.Bhil etc.,411088,2.Mina,262078,3.Damor etc.,44237,1.Dungarpur (M),43108.0,2.Sagwara (M),31127.0,3.Galiakot (CT),6621.0,854.0,853.0,853.0,723.0,237,209,819.0,335,113,2,368,47,260,391.0,383.0,471.0,761,25.9,70.2,3.9
27,28,Rajasthan,"District Banswara (28), Rajasthan (08)",1501589.0,760686.0,740903.0,29.84,1394226,107363,64336,4.28,261613.0,6.0,974.0,964.0,1085272,72.27,529481.0,362829.0,166652.0,44.63,60.45,28.43,529481.0,42579.0,182922.0,134908.0,79162.0,67938.0,21972.0,219593.0,405216.0,745421.0,131359.0,709412.0,529393.0,180019.0,792177.0,1.Chamar etc.,23388.0,2.Rawal,7446.0,3.Balai,6384.0,1.Hindus,1425287.0,2.Muslims,39079.0,3.Jains,18406.0,1.Bhil etc.,913932,2.Mina,116339,3.Damor etc.,31517,1.Banswara (M),85665.0,2.Kushalgarh (M),10108.0,3.Partapur (CT),9947.0,1476.0,1476.0,1473.0,853.0,383,212,1348.0,444,129,2,450,63,254,424.0,486.0,679.0,1214,24.3,68.0,7.7
28,29,Rajasthan,"District Chittaurgarh (29), Rajasthan (08)",1803524.0,918063.0,885461.0,21.46,1514255,289269,250762,13.9,356833.0,5.0,964.0,929.0,388311,21.53,807105.0,539465.0,267640.0,54.09,71.3,36.39,807105.0,28268.0,288374.0,227075.0,118142.0,106971.0,38274.0,211036.0,437734.0,1012725.0,142029.0,930339.0,749689.0,180650.0,873185.0,1.Chamar etc.,83884.0,2.Megh etc.,33926.0,3.Khatik,18976.0,1.Hindus,1666452.0,2.Muslims,98426.0,3.Jains,35026.0,1.Mina,274711,2.Bhil etc.,112787,3.Garasia (excluding Rajput Garasia),341,1.Chittaurgarh (M),96219.0,2.Nimbahera (M),53327.0,3.Pratapgarh (M),35422.0,2201.0,2201.0,2200.0,1948.0,682,660,1777.0,527,152,-,384,64,205,712.0,798.0,862.0,1574,53.4,44.1,2.5
29,30,Rajasthan,"District Kota (30), Rajasthan (08)",1568525.0,827128.0,741397.0,28.52,729948,838577,300555,19.16,280883.0,6.0,896.0,911.0,151969,9.69,968781.0,593065.0,375716.0,73.53,85.23,60.43,968781.0,35148.0,252606.0,240399.0,164047.0,194898.0,81681.0,168079.0,398729.0,899961.0,101756.0,541362.0,420734.0,120628.0,1027163.0,1.Bairwa etc.,92702.0,2.Megh etc.,55626.0,3.Chamar etc.,30455.0,1.Hindus,1344633.0,2.Muslims,183716.0,3.Jains,23259.0,1.Mina,108934,2.Bhil etc.,41479,3.Seharia etc.,725,1.Kota (M Corp.),694316.0,2.Ramganj Mandi (M),30973.0,3.Kaithoon (M),20372.0,812.0,811.0,810.0,736.0,243,168,715.0,223,78,1,225,22,111,383.0,182.0,416.0,441,69.5,26.8,3.7
30,31,Rajasthan,"District Baran * (31), Rajasthan (08)",1021653.0,535137.0,486516.0,26.19,849638,172015,181070,17.72,170824.0,6.0,909.0,918.0,216869,21.23,495121.0,330676.0,164445.0,59.5,75.78,41.55,495121.0,14093.0,175161.0,145677.0,76951.0,64461.0,18778.0,127761.0,282325.0,537512.0,74055.0,436375.0,300615.0,135760.0,585278.0,1.Chamar etc.,46086.0,2.Bairwa etc.,43960.0,3.Megh etc.,26487.0,1.Hindus,948343.0,2.Muslims,66319.0,3.Sikhs,3110.0,1.Mina,112975,2.Seharia etc.,74246,3.Bhil etc.,28736,1.Baran (M),78665.0,2.Antah (M),26784.0,3.Chhabra (M),22796.0,1089.0,1089.0,1080.0,932.0,390,255,915.0,283,75,-,178,26,82,437.0,211.0,405.0,677,46.4,49.3,4.3
31,32,Rajasthan,"District Jhalawar (32), Rajasthan (08)",1180323.0,612804.0,567519.0,23.34,1012081,168242,184642,15.64,201489.0,6.0,926.0,934.0,141861,12.02,556592.0,369920.0,186672.0,57.32,73.31,40.02,556592.0,35215.0,218513.0,144230.0,77818.0,60857.0,19959.0,140357.0,304698.0,628776.0,106492.0,554781.0,399386.0,155395.0,625542.0,1.Megh etc.,49069.0,2.Chamar etc.,39661.0,3.Mehar,21471.0,1.Hindus,1087934.0,2.Muslims,78962.0,3.Jains,11759.0,1.Bhil etc.,80760,2.Mina,60415,3.Seharia etc.,334,1.Jhalawar (M),48054.0,2.Bhawani Mandi (M),35695.0,3.Jhalrapatan (M),30103.0,1477.0,1476.0,1474.0,1185.0,496,458,1173.0,282,61,-,214,30,114,483.0,253.0,393.0,674,46.9,50.5,2.6
0,1,Karnataka,"District Belgaum (01), Karnataka (29)",4214505.0,2150090.0,2064415.0,17.4,3201814,1012691,462020,10.96,789164.0,5.0,960.0,921.0,243451.0,5.78,2305279.0,1381748.0,923531.0,64.21,75.7,52.32,2305279.0,32577.0,675665.0,681713.0,233698.0,555114.0,126507.0,433021.0,986374.0,2455680.0,339430.0,1877774.0,1537645.0,340129.0,2336731.0,,121557.0,,117672.0,,40196.0,,3565153.0,,440836.0,,169466.0,1.Naikda etc.,237340,2.Koli Dhor etc.,2596.0,3.Meda,1885,,399653.0,,67170.0,(CMC),58081.0,1255.0,1254.0,1254.0,1247.0,-,-,1240.0,979.0,404.0,16.0,740.0,121.0,451.0,1040.0,1136.0,1126.0,662.0,53.6,39.4,6.9
1,2,Karnataka,"District Bagalkot * (02), Karnataka (29)",1651892.0,834247.0,817645.0,18.84,1173372,478520,250604,15.17,293645.0,6.0,980.0,939.0,80181.0,4.85,794785.0,494544.0,300241.0,57.3,70.88,43.56,794785.0,16621.0,254452.0,230572.0,73843.0,175891.0,43406.0,183689.0,410814.0,936098.0,121291.0,719659.0,561559.0,158100.0,932233.0,1.Bhambi etc.,90496.0,2.Banjara etc.,39329.0,3.Holaya etc.,33472.0,1.Hindus,1424121.0,2.Muslims,184013.0,3.Jains,23882.0,1.Naikda etc.,75158,2.Koli Dhor etc.,2609.0,3.Pardhi etc.,1400,1.Bagalkot (CMC),90988.0,2.Rabkavi-Banhatti (CMC),70248.0,3.Jamkhandi (TMC),57883.0,623.0,618.0,617.0,617.0,-,-,560.0,476.0,155.0,9.0,429.0,41.0,191.0,491.0,587.0,461.0,548.0,25.1,66.9,7.9
2,3,Karnataka,"District Bijapur (03), Karnataka (29)",1806918.0,926424.0,880494.0,17.63,1410829,396089,334254,18.5,317379.0,6.0,950.0,928.0,30051.0,1.66,866561.0,543869.0,322692.0,57.01,69.94,43.47,866561.0,18729.0,276393.0,240833.0,81050.0,193305.0,56251.0,196532.0,468652.0,995702.0,146032.0,718213.0,551972.0,166241.0,1088705.0,1.Banjara etc.,117466.0,2.Holaya etc.,82614.0,3.Bhambi etc.,62248.0,1.Hindus,1495080.0,2.Muslims,294491.0,3.Jains,8356.0,1.Naikda etc.,20173,2.Koli Dhor etc.,6951.0,3.Kadu Kuruba,1787,1.Bijapur (CMC),228175.0,2.Indi (TMC),31482.0,3.Basavana Bagevadi (TP),28560.0,660.0,659.0,658.0,657.0,-,-,626.0,558.0,244.0,11.0,392.0,51.0,271.0,561.0,572.0,357.0,497.0,26.9,63.8,9.2
3,4,Karnataka,"District Gulbarga (04), Karnataka (29)",3130922.0,1592789.0,1538133.0,21.02,2278301,852621,717595,22.92,536056.0,6.0,966.0,937.0,154195.0,4.92,1297445.0,812860.0,484585.0,50.01,61.77,37.9,1297445.0,42131.0,397499.0,345382.0,123657.0,310638.0,78138.0,358729.0,882140.0,1667646.0,222407.0,1350072.0,1010430.0,339642.0,1780850.0,1.Holaya etc.,238545.0,2.Banjara etc.,207157.0,3.Madiga,147990.0,1.Hindus,2381497.0,2.Muslims,551171.0,3.Buddhists,153619.0,1.Naikda etc.,121270,2.Gond etc.,12250.0,3.Koli Dhor etc.,8808,1.Gulbarga (M Corp.),422569.0,2.Yadgir (TMC),58811.0,3.Shahabad (TMC),50562.0,1360.0,1327.0,1323.0,1342.0,-,-,1337.0,808.0,249.0,3.0,708.0,109.0,376.0,910.0,975.0,875.0,1006.0,59.5,35.4,5.1
4,5,Karnataka,"District Bidar (05), Karnataka (29)",1502373.0,771022.0,731351.0,19.56,1157498,344875,298812,19.89,252250.0,6.0,949.0,941.0,182219.0,12.13,768358.0,468571.0,299787.0,60.94,72.46,48.81,768358.0,27404.0,197821.0,223243.0,76573.0,196756.0,46559.0,160329.0,414390.0,807175.0,120479.0,557603.0,424985.0,132618.0,944770.0,1.Holaya etc.,110827.0,2.Madiga,65186.0,3.Banjara etc.,47022.0,1.Hindus,1020174.0,2.Muslims,295762.0,3.Buddhists,122083.0,1.Gond etc.,111858,2.Koli Dhor etc.,58970.0,3.Naikda etc.,7333,1.Bidar (CMC),172877.0,2.Basavakalyan (TMC),58785.0,3.Homnabad (TMC),36517.0,599.0,596.0,596.0,596.0,-,-,591.0,411.0,157.0,5.0,293.0,41.0,206.0,474.0,487.0,465.0,462.0,75.2,22.5,2.3
5,6,Karnataka,"District Raichur (06), Karnataka (29)",1669762.0,841840.0,827922.0,21.93,1248925,420837,317276,19.0,297775.0,6.0,983.0,964.0,303042.0,18.15,676799.0,429277.0,247522.0,48.81,61.52,35.93,676799.0,28540.0,245076.0,177843.0,58192.0,134598.0,32550.0,188170.0,469845.0,912629.0,99118.0,732762.0,544347.0,188415.0,937000.0,1.Madiga,134329.0,2.Banjara etc.,43167.0,3.Chalavadi etc.,38265.0,1.Hindus,1417051.0,2.Muslims,228652.0,3.Christians,12390.0,1.Naikda etc.,300690,2.Meda,885.0,3.Generic Tribes etc.,302,1.Raichur (CMC),207421.0,2.Sindhnur (TMC),61262.0,3.Manvi (TMC),37613.0,830.0,806.0,783.0,796.0,-,-,306.0,254.0,77.0,1.0,338.0,47.0,187.0,520.0,622.0,436.0,569.0,24.0,44.3,31.6
6,7,Karnataka,District Koppal,1196089.0,603312.0,592777.0,24.57,997797,198292,185209,15.48,210888.0,6.0,983.0,953.0,138588.0,11.59,534547.0,339944.0,194603.0,54.1,68.42,39.61,534547.0,17930.0,216383.0,140403.0,45683.0,93327.0,20820.0,139225.0,333037.0,647438.0,76389.0,554506.0,422208.0,132298.0,641583.0,1.Madiga,61145.0,2.Banjara etc.,31143.0,3.Bhambi etc.,29649.0,1.Hindus,1042294.0,2.Muslims,137174.0,3.Religion not stated,5395.0,1.Naikda etc.,137647,2.Generic Tribes etc.,289.0,3.Meda,245,1.Gangawati (CMC),93240.0,2.Koppal (TMC),56160.0,3.Kushtagi (TP),21183.0,594.0,590.0,585.0,594.0,-,-,560.0,391.0,94.0,3.0,281.0,44.0,145.0,406.0,467.0,439.0,477.0,25.9,40.2,33.8
7,8,Karnataka,"District Gadag * (08), Karnataka (29)",971835.0,493533.0,478302.0,13.14,629652,342183,137414,14.14,181500.0,5.0,969.0,951.0,54410.0,5.6,551362.0,335442.0,215920.0,66.11,79.32,52.52,551362.0,9308.0,180661.0,155973.0,53681.0,122380.0,29358.0,94480.0,229712.0,572697.0,74946.0,457817.0,388763.0,69054.0,514018.0,1.Bhambi etc.,46154.0,2.Banjara etc.,38184.0,3.Bhovi,18974.0,1.Hindus,825166.0,2.Muslims,126232.0,3.Others,7743.0,1.Naikda etc.,53303,2.Meda,313.0,3.Pardhi etc.,311,1.Gadag-Betigeri (CMC),154982.0,2.Lakshmeshwar (TMC),33417.0,3.Nargund (TMC),32561.0,329.0,327.0,327.0,322.0,-,-,297.0,256.0,105.0,3.0,202.0,29.0,131.0,277.0,300.0,224.0,212.0,32.9,39.0,28.1
8,9,Karnataka,"District Dharwad (09), Karnataka (29)",1604253.0,823204.0,781049.0,16.65,722336,881917,131969,8.23,297494.0,5.0,949.0,942.0,70442.0,4.39,992550.0,574522.0,418028.0,71.61,80.82,61.92,992550.0,13779.0,265574.0,270372.0,93207.0,262645.0,86968.0,151136.0,355070.0,979593.0,118454.0,684492.0,587018.0,97474.0,919761.0,1.Bhambi etc.,44508.0,2.Chalavadi etc.,21994.0,3.Bhovi,17648.0,1.Hindus,1221335.0,2.Muslims,315177.0,3.Christians,27634.0,1.Naikda etc.,64102,2.Meda,1942.0,3.Pardhi etc.,1795,1.Hubli-Dharwad (M Corp.),786195.0,2.Annigeri (TMC),25710.0,3.Navalgund (TP),22202.0,361.0,358.0,358.0,359.0,-,-,313.0,271.0,93.0,2.0,201.0,24.0,121.0,302.0,349.0,187.0,224.0,46.9,35.5,17.6
9,10,Karnataka,"District Uttara Kannada (10), Karnataka (29)",1353644.0,686876.0,666768.0,10.9,965731,387913,101896,7.53,273422.0,5.0,971.0,946.0,23781.0,1.76,904024.0,505270.0,398754.0,76.6,84.53,68.47,904024.0,10304.0,307104.0,246858.0,101631.0,185288.0,52839.0,121345.0,279343.0,844784.0,108172.0,581278.0,455302.0,125976.0,772366.0,1.Moger,16489.0,2.Bhovi,14482.0,3.Chalavadi etc.,11767.0,1.Hindus,1132005.0,2.Muslims,161574.0,3.Christians,44907.0,1.Naikda etc.,9424,2.Gond etc.,8437.0,3.Kokna etc.,3006,1.Karwar (CMC),62973.0,2.Sirsi (CMC),58702.0,3.Dandeli (CMC),53290.0,1246.0,1243.0,1223.0,1148.0,-,-,964.0,558.0,180.0,4.0,359.0,50.0,108.0,902.0,773.0,714.0,975.0,48.6,42.9,8.5
10,11,Karnataka,"District Haveri * (11), Karnataka (29)",1439116.0,740469.0,698647.0,13.29,1140096,299020,175360,12.19,,,,,,,837509.0,493856.0,343653.0,67.79,77.61,57.37,,,,,,,,,,,,666714.0,531221.0,135493.0,772402.0,1.Bhambi etc.,60608.0,2.Banjara etc.,43558.0,3.Bhovi,29341.0,1.Hindus,1163323.0,2.Muslims,253927.0,3.Jains,9829.0,1.Naikda,etc.,2.Meda,,3.Koraga,,1.Ranibennur (CMC),89618.0,2.Haveri (TMC),55913.0,3.Savanur (TMC),35563.0,,,,,,,,,,,,,,,,,,38.9,52.5,8.6
11,12,Karnataka,"District Bellary (12), Karnataka (29)",2027140.0,1029714.0,997426.0,22.3,1320290,706850,374218,18.46,373034.0,5.0,969.0,946.0,364638.0,17.99,980483.0,599137.0,381346.0,57.4,69.2,45.28,980483.0,23988.0,314498.0,275866.0,108406.0,199472.0,58253.0,213583.0,535644.0,1146692.0,131221.0,920821.0,801369.0,119452.0,1106319.0,1.Adi Karnataka,93404.0,2.Madiga,82450.0,3.Banjara etc.,65805.0,1.Hindus,1739522.0,2.Muslims,257806.0,3.Christians,13226.0,1.Naikda etc.,360852,2.Meda,1764.0,3.Generic Tribes etc.,957,1.Bellary (CMC),316766.0,2.Hospet (CMC),164240.0,3.Siruguppa (TP),42919.0,524.0,523.0,515.0,524.0,-,-,381.0,358.0,140.0,11.0,260.0,53.0,208.0,383.0,471.0,418.0,406.0,42.0,33.5,24.4
12,13,Karnataka,"District Chitradurga (13), Karnataka (29)",1517896.0,776221.0,741675.0,15.05,1243658,274238,336487,22.17,296718.0,5.0,955.0,946.0,266235.0,17.54,849690.0,503013.0,346677.0,64.45,74.66,53.78,849690.0,15737.0,228923.0,239747.0,108463.0,211183.0,45637.0,135181.0,345374.0,909656.0,127685.0,721835.0,576035.0,145800.0,796061.0,1.Madiga,140048.0,2.Bhovi,65452.0,3.Banjara etc.,46743.0,1.Hindus,1388506.0,2.Muslims,109412.0,3.Religion not stated,8411.0,1.Naikda etc.,265188,2.Meda,912.0,3.Generic Tribes etc.,89,1.Chitradurga (CMC),122702.0,2.Challakere (TMC),49067.0,3.Hiriyur (TMC),48806.0,946.0,916.0,913.0,946.0,-,-,879.0,620.0,278.0,11.0,197.0,56.0,143.0,722.0,722.0,714.0,428.0,51.8,35.6,12.5
13,14,Karnataka,District Davanagere,1790952.0,917705.0,873247.0,14.78,1247954,542998,333227,18.61,337484.0,5.0,952.0,945.0,209701.0,11.71,1045620.0,606552.0,439068.0,67.43,76.37,58.04,1045620.0,20222.0,277453.0,289955.0,136028.0,259402.0,62560.0,166484.0,406394.0,1084308.0,133766.0,783781.0,631726.0,152055.0,1007171.0,1.Banjara etc.,91068.0,2.Madiga,86541.0,3.Bhovi,57637.0,1.Hindus,1532714.0,2.Muslims,226708.0,3.Religion not stated,10944.0,1.Naikda etc.,205219,2.Meda,2418.0,3.Hakkipikki,691,1.Davanagere (CMC),364523.0,2.Harihar (CMC),73047.0,3.Harapanahalli (TP),41907.0,810.0,786.0,784.0,808.0,-,-,727.0,526.0,291.0,17.0,278.0,57.0,248.0,613.0,682.0,577.0,431.0,60.1,34.2,5.6
